a_id,b_id,count_west,west_consistency
4,72,386.9826244343892,0.023286442479219818
53,9,386.91638009049865,0.1257242681834034
46,15,386.7577375565612,0.04016003568637737
14,34,386.5144796380108,0.024645345983498428
40,68,386.34796380090506,0.05953745689106536
52,17,385.44253393665116,0.11002899128587255
17,84,383.8323076923074,0.13343020648295748
72,39,383.04923076923035,0.015220442939898746
17,30,382.56904977375535,0.15246849893845094
26,69,382.42334841628923,0.006841802006069468
39,11,379.72959276018076,0.046919898323936234
76,83,378.45972850678686,0.09238377396097004
40,53,377.1775565610852,0.022175421333920718
64,62,375.8127601809954,0.2364808731528379
37,18,375.5819004524882,0.16224146967661274
50,17,373.6910407239815,0.12086413670975048
26,11,372.60760180995453,0.025350504647766635
46,26,372.07339366515777,0.04942486796219898
55,4,371.9194570135763,0.02442102299335522
13,39,370.989049773755,0.057167714096456546
22,15,369.3073303167421,0.054004630269263505
78,17,368.1591855203618,0.043220932331603554
37,38,366.03963800904916,0.16047422018017582
78,76,364.7342986425339,0.057074917746586656
62,1,363.59366515837087,0.1830537417365503
35,46,363.11085972850685,0.1862627950552558
99,17,362.6939366515834,0.1683925523031902
9,94,361.7379185520359,0.12977324430890916
64,69,360.0482352941175,0.18351184137489507
4,100,358.0642533936652,0.09083978155177969
72,15,357.6096832579192,-0.028629382893407187
9,66,357.6047058823532,0.1270107894108378
39,85,352.34832579185496,0.041591744791125256
13,14,351.28425339366487,0.08050396667853353
17,62,350.3966515837104,0.031129698467648164
26,68,350.26651583710435,0.03549754334098343
9,54,348.854932126697,0.11468290084484116
14,11,347.4218099547506,0.06853512988572416
38,72,347.25945701357483,0.1002571157334001
86,86,346.72262443438933,0.40555495327867497
53,94,345.73294117646975,0.10771239219237938
38,54,345.63149321266883,0.11697479752003768
46,40,344.8270588235295,0.04315239799532544
42,17,344.58171945701326,0.12802795793119243
14,17,344.2214479638011,-0.06894019303824958
5,19,341.91285067873264,0.19257162311791834
10,39,341.8827149321271,0.01787657376939771
22,40,341.88054298642516,0.06192553212953877
22,26,341.497285067873,0.057687219542626726
32,61,340.36217194570116,0.20625044353632635
66,54,338.21520361990963,0.10089734430070914
40,17,337.00470588235305,-0.11332469716861501
40,72,334.2865158371038,-0.02396179463742867
76,51,334.2194570135748,0.05598428040012607
43,37,333.0264253393661,0.15128759289927485
15,53,331.6460633484156,-0.011535728114989974
26,14,330.31375565610983,-0.05442491096020259
76,14,329.67375565610837,-0.04809960701805895
76,69,329.3205429864263,-0.0060232905941039845
32,18,328.2277828054297,0.1613684609192555
55,98,327.33628959276007,0.07342281538949964
91,37,326.44380090497737,0.20213405181043836
39,83,325.75809954751145,0.08336147927892772
18,72,324.1952941176465,0.10052282241254609
13,40,324.0746606334842,0.02279321892656518
38,34,322.55285067873257,0.07744715221535499
17,11,322.35375565610804,-0.0038029089225044095
39,35,322.1561085972853,0.04747937821603296
39,68,321.91809954751136,0.04286426628636565
43,18,321.89638009049753,0.1687375458359784
38,40,321.25357466063355,0.02435528790619688
6,54,319.6248868778276,0.12129328974514307
76,84,319.4593665158373,0.1232395194132203
66,66,319.3017194570138,0.10135227081385843
72,54,318.6178280542982,0.05728254906987344
98,41,318.52081447963747,0.17355667851433212
22,14,318.1976470588237,0.09851198380930264
72,26,317.5411764705883,-0.0292093713856311
39,34,316.97638009049905,-0.034771298322413574
53,54,315.7416289592764,0.08517162741333884
53,72,314.81348416289575,0.06758095527726711
18,13,314.78805429864184,0.1534742567832866
8,62,314.53809954751097,0.14917346032734005
72,10,313.9390950226237,0.07669532194372387
9,80,313.60941176470544,0.1326297745917719
48,17,312.92868778280535,-0.0012109439198408258
11,6,312.85013574660616,0.12489359454195584
94,54,312.175203619909,0.09659060297647341
76,75,311.4516742081445,0.023982031072384984
15,51,311.1553846153845,0.033574673339432974
40,35,311.1132126696831,0.03463255775318123
66,18,310.6331221719455,0.12806344173651454
38,4,310.2694117647062,0.04846548895615531
48,35,309.6174660633484,0.15437027533396228
91,98,309.2584615384613,0.18938638584912482
98,38,308.04316742081454,0.1285875412876028
38,33,308.03113122171953,0.12707748607715907
54,14,307.9522171945698,0.02043725395512808
14,35,305.33049773755636,0.07345458812761353
17,64,303.78542986425333,0.054513963692257576
98,61,303.6598190045251,0.16326946385514346
76,46,303.63022624434404,0.01331485417672904
26,35,303.61882352941154,0.021077168429094902
69,85,300.6132126696832,0.10449260221325933
15,84,300.45140271493216,0.10177238424855589
4,6,299.73791855203564,0.03646962833659499
15,78,299.5038009049773,0.028024414032875325
39,53,298.81366515837124,-4.431272648866998e-05
6,34,298.2775565610858,0.08211923449778197
38,55,297.2786425339365,0.08134807525193372
85,51,297.20588235294093,0.15911524217224665
94,94,296.9283257918555,0.09915996800868145
14,33,295.43384615384633,0.045283718479349956
33,72,295.192036199095,0.07868135445835502
33,37,295.14977375565593,0.11237156108382615
13,26,294.75457013574686,0.006444527876758521
80,54,294.5101357466056,0.10292716339007324
53,6,293.3560180995473,0.10438754188247347
10,85,293.2891402714937,0.09579061443926921
14,76,293.1641628959278,-0.07323849421698463
17,8,293.14153846153926,-0.00981796765048117
8,1,292.7238009049777,0.13269340969418675
17,95,290.5640723981901,0.1286695259824155
22,76,290.38371040724,0.029973327409956077
13,10,290.30190045248827,0.11075742320484003
46,39,290.218461538461,0.03605601559913232
72,76,289.2586425339365,-0.046636883690714795
10,62,289.03945701357367,0.11254210873852057
26,62,288.9670588235295,0.015798986597826664
4,15,288.5426244343891,-0.09690060207170606
40,12,287.93022624434417,0.07098106729863007
66,80,287.1921266968323,0.11086877477084708
94,34,286.9638009049773,0.05572751859267509
61,61,286.45656108597314,0.22417829122846136
17,4,286.3387330316743,-0.09881335471998212
4,98,285.7480542986424,0.01314638139200796
52,26,285.588235294118,0.08843149999743831
41,32,285.53565610859744,0.18188552371683803
39,46,285.3095927601817,0.01720985243749093
4,12,285.25574660633487,0.09703310520750542
17,14,283.9387330316739,-0.08241358130092145
15,35,283.29049773755617,0.005970857365461209
37,72,282.89221719457,0.0649004426265773
61,72,282.8409954751128,0.12807042876424857
8,26,282.71565610859693,-0.0020490414821777068
100,66,282.0204524886876,0.12215308921834843
33,32,281.71755656108604,0.12152144284171895
72,100,281.7063348416291,0.09943219362946276
40,76,281.43303167420817,-0.11890332655948956
13,4,281.3433484162895,0.03281951590649512
55,6,281.3411764705882,0.06987426263607208
53,80,281.2575565610855,0.10201360685152693
43,98,280.9670588235295,0.12216646944688142
26,75,280.63638009049833,0.004063548591607615
37,66,279.6195475113123,0.08871212403259279
66,98,279.5602714932127,0.0865834621103535
55,14,279.21294117647057,0.00462943336654932
54,85,278.65873303167433,0.07473342031793744
34,100,278.112941176471,0.0822455176438149
33,33,277.9880542986428,0.11363086743947992
53,24,277.77538461538467,0.1094390202198383
54,11,277.3649773755657,0.06937631174653815
10,1,277.2152941176475,0.10073666128244232
4,94,277.06063348416274,0.006502760064278456
48,46,275.25809954751134,0.12315812150233381
38,39,275.15936651583723,0.019980234741360847
4,43,274.81954751131246,0.037084891536544054
34,76,274.79239819004584,-0.06818609892880126
17,68,274.7761990950226,-0.006033865659509167
19,16,274.1120361990945,0.19223255662164673
66,13,273.99746606334827,0.11090397971240123
66,61,273.1195475113123,0.1480916913028378
46,76,272.2734841628963,0.0022558669872918165
40,43,271.85746606334817,0.008516514761609757
98,72,271.83203619909494,0.05337888146795516
46,17,271.33809954751143,-0.012744099514561277
37,33,271.30868778280563,0.10229271351645365
40,9,270.90651583710377,-0.021974499134942947
72,98,270.89855203619913,0.0478267445530619
26,46,270.7422624434396,-0.0077078261868893765
91,32,270.6255203619908,0.18938445185471744
83,26,269.9163800904977,0.047168607434045856
1,76,269.28027149321343,-0.004316049255905683
33,91,269.2676018099546,0.16973802860015
46,48,268.96552036199085,0.12530572864167452
9,13,268.76072398190064,0.11725290490570203
60,76,265.9678733031675,0.031360718361915535
83,17,265.566153846154,0.02463732514573818
45,19,265.3342081447959,0.19067338752159452
15,83,264.37891402714934,0.030728352742184977
19,60,264.30778280542944,0.18091729954681476
4,26,264.02914027149285,-0.0930436181922378
17,46,263.9622624434391,-0.020648242879200966
48,26,263.66398190045226,-0.002300011432195732
40,94,263.44597285067846,-0.026905281754194314
33,94,262.86841628959274,0.08920130163764357
66,40,262.7476923076925,-0.01399994491072976
60,17,262.6589140271497,0.015235272601651039
34,72,262.35963800904966,-0.0005510891556832416
83,40,261.44334841628967,0.046929931069287
55,91,260.4546606334843,0.11693492264541892
15,72,260.43411764705854,-0.07070287999362192
52,76,259.8571945701357,0.06970921944384169
4,66,259.5082352941178,-0.0027712576591619868
13,76,258.93104072398216,-0.01573025020860549
35,39,258.42208144796376,0.03613229744638832
59,34,258.2640723981901,0.11705369221748516
76,30,258.06144796380113,0.111810895846987
15,93,257.7092307692313,0.042582610139020816
77,94,257.34099547511323,0.1445911544992758
75,43,257.12524886877804,0.12825679984808744
94,39,256.61737556561127,0.0054169882250876865
53,39,256.4278733031671,-0.007355201011569201
38,14,255.61366515837108,0.04020738716209871
66,37,255.46968325791875,0.0786662786354242
15,80,255.350226244344,-0.023939451112321427
40,66,255.10796380090468,-0.03183926394580583
26,51,255.0907692307694,0.013985941029230979
1,68,254.9129411764703,0.12315730385776084
39,75,254.8220814479639,0.010029212857907558
15,9,254.44045248868747,-0.04580522162077992
4,9,254.0748416289592,-0.0028853623062101083
69,26,253.5500452488689,-0.034374920128425024
40,51,253.48063348416284,0.02328473027251792
77,9,253.39221719456998,0.14387886495021265
64,88,253.05837104072398,0.23512449604198593
61,94,252.9919457013575,0.1384510784831296
61,38,252.86407239819005,0.16921247455270266
55,94,252.84561085972862,0.03616714018559398
55,39,252.5638009049772,-0.03752132841285642
34,17,252.49058823529418,-0.09246260294126163
38,15,252.32995475113157,-0.02427952118427358
94,100,251.33918552036167,0.12473192216236549
76,34,251.2156561085974,-0.07445625175697855
65,65,249.70063348416264,0.19536558031842216
11,53,249.4662443438916,0.07678903984772899
76,36,249.03819004524868,0.08649368003742364
40,90,248.37402714932117,0.07959254170306244
48,53,248.03466063348395,0.08588411549211858
9,10,247.96298642533955,0.08809657220313255
40,48,247.79221719457018,-0.009548077347814887
60,26,247.79031674208198,0.02808903141287823
40,6,247.4788235294117,-0.015082096197773162
70,26,247.16144796380084,0.08335262022994633
40,78,247.0954751131221,0.01952746129271508
43,66,246.92868778280533,0.1004581733409691
15,73,246.79438914027173,0.020635232253583817
34,53,246.78497737556575,0.0208795558042391
54,48,246.76995475113148,0.060922266391390555
6,39,246.34841628959305,0.02099433138910024
88,1,246.10868778280545,0.19743169323645432
40,67,245.83176470588256,0.0612502194027558
26,55,245.6332126696833,-0.06862337192142166
54,54,245.32117647058837,0.026062649340591697
14,48,245.2143891402713,0.029341320330797435
94,40,244.96814479638041,-0.01580046641194557
15,46,244.93067873303139,-0.0261035425883722
66,15,244.80298642533958,-0.04037236473397848
76,24,244.8010859728508,-0.007687387915668157
83,35,244.73122171945718,0.16658539708449185
18,54,244.62298642533906,0.07864215112910082
33,43,244.58361990950215,0.11059627955114014
14,53,244.52841628959297,0.007280618239380507
9,38,244.24090497737538,0.10533159548008353
94,15,244.191221719457,-0.03388572126485098
15,43,244.0764705882353,-0.021079041698565403
15,97,243.82352941176498,0.029119988759451473
9,39,243.7771945701356,0.0011568471634997044
34,6,242.9217194570139,0.035198211105961365
10,4,242.7395475113124,-0.01300290111055495
41,37,242.65728506787326,0.1425929268189229
64,15,242.60570135746624,0.022387310090252133
47,53,242.30687782805447,0.14067808698113482
22,4,242.29628959276025,0.04432995833056758
78,78,242.19990950226259,0.1556704316886746
67,5,242.09556561085915,0.20764771274101299
94,14,241.924524886878,0.027476457318563595
55,66,241.78633484162899,0.02939860690106325
10,69,241.77674208144825,0.04411350444763721
76,8,241.65999999999985,-0.01756545815725512
24,46,241.55846153846156,0.1182593082834179
63,9,241.47628959276,0.16421017460745488
75,49,241.35013574660599,0.1699842124114858
83,83,240.73040723981896,0.1972912488117543
11,26,240.47466063348392,-0.023520640281485514
8,48,240.3667873303168,0.09492451514802852
35,26,240.11837104072387,0.007415343066115983
15,6,240.00126696832558,-0.03488249465246237
8,40,239.43221719457028,-0.01870153463484548
15,24,238.50316742081463,-0.02320750843432194
40,80,238.48651583710412,-0.016161257588300535
76,80,238.41891402714955,-0.019920970643267782
76,62,238.13067873303132,-0.002251572509622092
9,40,237.75466063348432,-0.017298738375784002
96,64,237.7257918552037,0.25909297627970285
30,17,237.6691402714928,0.08971359064813451
15,12,237.35095022624446,0.029331044693111333
6,26,237.0580090497737,-0.0031125097911650313
37,91,236.7397285067875,0.1433018121025746
26,34,236.4530316742084,-0.08768596895607254
40,73,236.3181900452491,0.031178869110444964
8,85,236.27529411764743,0.0901705170506057
85,24,236.17972850678737,0.10344579975774403
40,49,236.1006334841631,0.041370907368782836
50,26,236.0199095022629,0.07722805820183654
11,9,235.91936651583708,0.0678125791045932
33,66,235.5114027149322,0.07338020603432201
47,6,235.35782805429858,0.1528274786563606
66,10,235.35574660633515,0.07217673894865458
15,66,235.30561085972812,-0.057529971049978715
15,33,235.0515837104073,-0.04025348171462233
96,26,234.7860633484165,0.08372410309125347
57,17,234.78036199095013,0.06471221539127903
4,49,234.76072398190087,0.06729832408550056
15,54,234.43999999999974,-0.06622972535862992
70,76,234.3552941176471,0.07044902296692343
60,15,234.1818099547509,0.007198331662988636
53,26,234.09647058823518,-0.03775308890211763
11,24,234.0886877828053,0.09695954979809221
61,98,233.99429864253398,0.1301044894429861
94,10,233.9665158371042,0.0781412876824639
19,25,233.5684162895924,0.1759312722323392
14,46,233.53167420814472,0.024094739287512806
9,72,233.15520361990986,0.04264341619029675
96,76,232.77067873303199,0.07679720641045375
14,6,232.4916742081449,0.01723126272030419
15,36,231.85538461538457,0.06463041873692883
59,59,231.62651583710425,0.22247667027227952
76,55,231.60859728506782,-0.06910716894329266
94,4,231.29610859728527,0.004857687289883642
95,17,231.1498642533934,0.10029877192107722
22,78,230.35230769230796,0.15192189322574615
43,32,230.18289592760155,0.11414557790703521
55,37,229.76325791855191,0.03082867564475332
47,34,229.32180995475127,0.0923150993472521
64,64,228.9018099547513,0.20162121207904135
16,15,228.58126696832596,0.014925751043384464
8,8,228.5460633484161,0.0869217341949844
14,72,228.29728506787362,-0.030007661394212497
59,14,227.86099547511284,0.09398082843236077
76,97,227.7911312217197,0.032742368287491844
17,35,227.31918552036203,-0.024923984454071842
54,68,226.38633484162918,0.0600466142761118
37,100,226.22868778280528,0.10911871845480724
53,15,226.10778280543,-0.0555180953547848
98,66,226.04615384615383,0.05417838110961297
72,17,225.92117647058845,-0.0898718482582755
10,68,225.8558371040726,0.0733523573397603
9,15,225.31285067873318,-0.041318932671572745
76,35,225.09954751131198,-0.010256020096485451
41,65,225.0484162895924,0.1944171706159648
100,91,225.0353846153844,0.16753799180287923
61,100,224.96081447963815,0.1697665065705885
40,36,224.65846153846147,0.07642455942701033
13,17,224.4804524886879,-0.04723815085229483
46,4,224.2489592760181,0.015489740568317208
96,17,223.96660633484154,0.057470767234729506
86,37,223.80470588235298,0.21101342800640152
35,35,223.73927601809945,0.12937530083851326
76,64,223.49864253393642,0.030564875861611128
66,72,223.29438914027145,0.028267150612583735
76,95,223.123529411765,0.10786729092596814
15,87,223.08352941176486,0.04700266233505186
17,52,222.99592760180985,0.057511806714886544
54,69,222.85610859728519,0.020070001683994313
55,43,222.70162895927598,0.05080304521697863
35,34,222.51674208144783,0.052025299302527375
76,53,222.1366515837101,-0.04798296096313944
32,41,222.13348416289585,0.14603507334403404
85,97,222.107058823529,0.14420139093510997
94,26,221.940995475113,-0.03159970071918474
48,39,221.37058823529406,-0.004629325815485045
75,66,221.33321266968326,0.07571595775569498
40,93,221.19927601809982,0.03892351894272364
26,24,220.92778280542996,-0.026424325468651613
13,53,220.74733031674216,0.06513791101282573
41,58,220.4763800904976,0.21614657453219813
40,100,220.44588235294148,-0.0005405714212792041
99,26,219.9970135746606,0.11665841478230396
40,97,219.62995475113118,0.03180865912907794
48,4,219.45149321266936,0.006561547840370606
18,15,219.23058823529405,-0.03157796561929727
66,32,219.10805429864257,0.0735801927515657
9,4,218.56045248868782,4.71126606667969e-06
13,8,218.49674208144765,0.08401203252723749
46,35,218.1949321266969,0.1110942071562241
4,41,217.90144796380122,0.045403366072577014
76,54,217.82552036199058,-0.06246067189336482
54,1,217.67918552036244,0.05458180021914719
11,17,217.41104072398187,-0.0554756756913899
76,78,217.38561085972805,-0.00015376837210871765
54,55,217.38371040724,-0.0027744769293879565
68,80,217.29746606334805,0.10303824094669264
40,65,217.22271493212705,0.01909051285044352
22,17,216.75638009049788,-0.021073314611902195
1,17,216.52606334841613,-0.0450600526480273
39,51,216.45095022624454,0.011303155037541394
39,9,216.36579185520364,-0.04108825546347355
54,53,216.33809954751138,0.022451303509199078
61,59,216.146153846154,0.19859801261025795
50,76,216.14253393665143,0.05990667827596382
84,17,215.9630769230768,0.055825674937202585
10,48,215.90081447963814,0.057106407043367814
53,10,215.75828054298645,0.05503983439691927
53,17,215.7413574660632,-0.06724466419117418
70,64,215.6796380090496,0.23691931446606168
35,24,215.39058823529385,0.1164879051972961
65,92,215.27285067873288,0.18812103291109317
76,87,215.2676923076925,0.05459536828676242
87,19,215.2408144796377,0.18173316573198858
53,40,214.81276018099567,-0.04401890899426769
37,55,214.80425339366548,0.031792824558930906
78,14,214.69583710407247,0.042276423819707976
46,11,214.3828054298641,0.08711769007475655
40,54,214.33312217194538,-0.06063702435127134
48,11,214.2682352941178,0.08082983670007116
17,36,214.22226244343904,0.050738321978494226
18,40,214.13529411764733,-0.01694989179890265
23,15,213.95981900452483,0.009862704775602117
26,80,213.87131221719474,-0.039154334909993885
38,26,213.6170135746608,-0.030585697351673317
78,64,213.5346606334843,0.16503573181012843
6,14,213.52904977375576,0.032120631341004076
66,39,213.48859728506798,-0.023867920148889856
4,45,213.20470588235318,0.05961537621210699
26,84,213.19067873303183,0.06151196017334854
2,66,212.70190045248867,0.1576031422654536
32,86,212.5419909502264,0.19652372212414373
72,53,212.48208144796402,0.017113903376074043
18,34,211.9176470588237,0.0316639938933504
34,98,211.85846153846182,0.0014813402348585998
66,76,211.43484162895942,-0.04970358267805135
77,66,211.27076923076905,0.11603004179919427
39,78,210.78986425339352,0.007533922690043287
40,46,210.67502262443432,-0.02820975371084568
23,39,210.659457013575,0.040451939482297986
76,93,210.53221719457022,0.028989502222747814
4,11,210.4899547511314,-0.009919272571850553
15,94,210.46343891402688,-0.06936024841246917
83,48,210.0723076923077,0.13028434444427367
4,91,210.01511312217227,0.0473875360845967
9,76,209.9782805429866,-0.04173220831140174
48,76,209.91067873303192,-0.03574480891256848
32,38,209.87710407239825,0.10002476960599992
14,75,209.85348416289608,0.017751321080799458
34,75,209.6464253393666,0.02982884770742232
40,19,209.5404524886881,-0.022996277020881323
17,99,209.28950226244328,0.09532206359723916
5,25,209.17457013574642,0.1852023247946594
55,40,209.06244343891396,-0.07481473357670587
92,37,208.7557466063345,0.11883275309869584
92,38,208.75104072398173,0.14212803974317398
18,4,208.7335746606336,0.007277801527040002
40,45,208.4770135746608,0.03044512387196158
40,18,208.46009049773758,-0.026558725059191855
37,94,208.1098642533936,0.05052965055282384
83,15,207.98199095022616,0.0003995890204473841
68,73,207.92950226244312,0.14481296147340894
15,19,207.89475113122208,-0.039707337558921765
100,61,207.88208144796386,0.1466026582050258
87,17,207.67493212669646,0.0350287430915089
69,15,207.31873303167407,-0.07155672229132744
46,46,207.04334841628943,0.0904011260989032
42,26,206.6881447963803,0.0776089939305665
26,36,206.4136651583712,0.055479049656765665
19,26,206.30334841628974,-0.027475592902741524
6,15,206.04443438914032,-0.03362092023274589
55,53,205.99104072398197,0.013296364303690246
34,46,205.82407239818974,0.02052951273406278
33,41,205.82090497737587,0.12482466098971536
39,72,205.8052488687783,-0.07381462638909028
11,76,205.58678733031655,-0.047827893640112834
55,32,205.50533936651593,0.03193807123215425
53,76,205.3036199095025,-0.05879975453207168
76,73,205.1105882352944,0.009758562012747891
11,54,204.90859728506803,0.038921849406712346
80,15,204.90398190045255,-0.040669726437766444
34,10,204.8602714932124,0.005970654735322387
66,94,204.74615384615365,0.04283611550091764
32,72,204.72524886877846,0.041246768353286944
23,13,204.6046153846152,0.13713131261305175
31,39,204.48687782805447,0.04615647834568543
83,46,204.41610859728482,0.12748100024727826
53,66,204.36217194570102,0.03591065420893775
33,34,204.2242533936651,0.018701302245975736
4,67,204.2012669683261,0.06352213199460895
34,94,204.15710407239845,-0.005621150140751874
77,72,204.03873303167438,0.08689930413785178
26,53,204.00606334841626,-0.06401461587543615
53,34,203.91837104072414,-0.00043598691511095595
26,8,203.80226244343888,-0.044087328752357956
48,48,203.75420814479642,0.08115325719484658
13,34,203.73656108597262,0.014725202671921987
