a_id,b_id,count_south,south_consistency
15,17,637.231312217195,-0.03584786633941746
15,34,636.250135746605,-0.012210293559821497
32,37,624.5146606334831,0.2297311878430108
4,55,616.4980090497713,0.07757916329802868
17,64,610.1573755656112,0.20510020038618995
34,4,609.4676923076922,0.08158878040689475
37,32,605.8882352941179,0.22402827125158586
26,4,605.4457918552032,-0.014922295413587834
4,40,597.0805429864255,0.013386682375215994
88,88,592.5368325791839,0.437473440935659
40,55,591.319457013573,0.03171773951513944
34,55,587.5022624434382,0.11377600388001935
39,34,586.0973755656105,0.0246386117037444
14,39,580.2317647058808,0.0449863239233799
32,98,580.1672398190053,0.22341948081501112
26,14,576.1961085972844,-0.013083099938867217
40,72,574.396199095023,0.010957768008182798
15,72,568.0167420814486,-0.017463453156794782
39,76,551.1482352941174,-0.0036099010408681955
17,69,545.9479638009049,0.041832332458869415
4,72,545.4472398190053,0.043028242260359485
14,55,543.9103167420806,0.08516163712366673
15,54,540.0913122171955,-0.010551753244005284
40,26,537.7685067873322,-0.03174343252611732
4,39,530.5949321266982,0.006328848100396564
76,10,529.0638914027169,0.024128162749250566
62,17,527.9744796380078,0.09632628658250479
76,4,524.9504072398173,-0.045117567605174345
15,55,522.8677828054286,-0.012095697633750221
64,76,518.7926696832571,0.12756041897559825
14,15,514.5828054298644,0.011717724020549112
39,55,509.05348416289536,0.0314488338662719
17,10,508.97438914027236,0.0017163864215334458
17,85,508.6138461538452,0.031008321795819405
55,34,506.74235294117767,0.07441377277279469
88,69,506.41918552036,0.2494904907951233
34,72,505.4823529411752,0.07477569006862964
78,15,502.88226244343804,0.09863217352933404
34,14,495.3067873303162,0.05971206087129114
76,11,492.9401809954747,0.035765299470131295
76,54,491.70723981900636,-0.01956009029190798
34,40,490.308416289592,0.02880166988384849
33,37,485.23855203619934,0.16398112859138952
76,14,484.1516742081446,-0.047150634775259714
55,55,480.66941176470436,0.09294622201277034
72,34,479.5744796380085,0.0677578543500156
64,17,478.83737556560936,0.11174893159173689
76,8,476.6752036199108,0.027233668431912536
17,11,471.2492307692308,0.01265164538204522
17,4,469.60542986425264,-0.07622516144049925
76,34,469.19276018099544,-0.04901276115261334
26,34,468.4775565610858,-0.038285347601867296
40,54,465.00054298642664,-0.004210807512514253
62,76,461.86407239818936,0.08038977562591626
8,17,458.7248868778278,0.07358590826501948
26,11,456.07185520361986,0.0359072230069969
72,55,453.4682352941177,0.08574479735149272
39,17,453.45113122171904,-0.03317499643609899
4,33,451.97266968325636,0.07778622866641212
72,4,451.9476018099544,0.048907155248093144
69,26,451.8731221719458,0.024011585722309766
33,32,451.55185520362016,0.17100205580820063
55,72,450.19619909502313,0.06731671168003302
62,62,447.52542986425067,0.22292337201016593
76,85,447.52135746606194,0.03020646429110931
72,72,446.94823529411553,0.06757129792340937
76,72,446.76009049773864,-0.045389422161326874
15,10,445.1878733031689,-0.0028357175373435735
100,37,444.5431674208148,0.19034413103807007
17,34,443.45764705882425,-0.07287480628226777
40,76,441.9907692307701,-0.0530904453597502
76,48,436.0302262443436,0.02529062089568104
76,69,431.550950226245,0.026065577258329142
10,15,431.5392760180986,0.022562408831712715
33,98,430.1780090497733,0.15135260837893183
15,78,429.2844343891405,0.07596636286404618
39,72,427.84542986425345,-0.008249606489123465
17,84,425.89276018099525,0.1306850220073999
17,30,425.2926696832578,0.15861864463421624
15,75,424.3806334841624,0.02888986572518685
26,78,424.2884162895933,0.08851741584778426
76,53,423.6053393665162,-0.00389552645569957
4,98,422.29475113122174,0.04909384738163181
26,54,421.5118552036199,-0.028726753014273222
15,13,421.14289592760286,-0.002947602813538356
26,55,420.2278733031675,-0.02638574055292964
15,9,420.1033484162902,-0.001547589330753774
26,85,417.4966515837094,0.031529635804925266
48,17,416.10950226244455,0.08069978935678382
34,33,414.08823529411706,0.1067263208988614
55,37,413.72443438914075,0.09074278736906972
55,4,411.60171945701467,0.0347312440921118
4,15,411.4243438914037,-0.04313372055809388
26,48,409.9498642533938,0.02770344436845436
26,10,409.2541176470591,0.0002768425562088241
15,94,406.35067873303285,-0.024454190071316082
17,78,404.912398190046,0.054591019879094364
15,11,402.93628959276015,0.004949473219698247
78,40,402.87710407239786,0.07350637458774498
8,76,402.7766515837101,0.0588573270568557
54,39,401.3647058823529,0.01991193658347196
17,46,399.3416289592755,-0.02503663734023129
15,53,398.89900452488695,-0.015149058273493816
15,66,398.884253393666,-0.02540121129322756
17,54,397.6897737556568,-0.06330993219687127
55,98,397.095384615384,0.09074758511633729
40,66,396.4710407239825,-0.0005710820850055108
14,72,393.2034389140272,0.023294170294886195
40,33,392.6914027149312,0.02043831846313116
54,4,391.69321266968285,0.028270330642738793
17,52,390.9860633484172,0.1082005639715941
41,32,388.022986425338,0.19032782644677315
40,38,386.7396380090506,0.014404245727066962
40,94,385.11384615384674,-0.005777770067615873
8,26,381.1366515837097,0.04743368929457924
54,40,380.49095022624414,0.003987557472514809
40,9,380.3038009049777,0.010975591233509057
55,33,378.41438914026975,0.10266205128911958
40,17,377.1202714932135,-0.0762075646429188
78,76,377.04325791855166,0.07613033947605741
17,53,376.2251583710408,-0.0356366558709842
4,38,373.9342081447969,0.04725647120274562
76,75,373.65882352941145,0.0152521179608472
100,32,373.21846153846144,0.1810263622482585
10,26,370.80099547511355,0.017253642577717766
34,39,370.6961990950222,0.0002556444264015507
55,14,368.48171945701415,0.027938247654003826
76,13,367.71248868778366,-0.01711533696536817
15,80,367.5495022624428,-0.01510415234951202
76,66,366.66932126696884,-0.03266797513177027
48,39,366.5584615384617,0.06344161717569527
26,75,365.41891402714907,0.022889000936145144
10,40,364.910950226244,0.00709926486466587
40,18,364.8444343891407,0.00754349979567113
40,98,363.4678733031677,-0.008436391002127517
48,26,362.53918552036265,0.061187184513747425
72,37,362.0796380090501,0.0731697240808695
1,26,361.754751131222,0.032621443373587286
76,9,361.46144796380133,-0.017604143423101907
17,95,361.16941176470567,0.14673907444886897
17,24,360.4165610859726,-0.027288471980687217
17,50,359.50823529411804,0.10165099660884902
76,51,359.3217194570124,0.020667641668785035
15,38,359.0603619909511,-0.020610307904086925
76,46,358.8586425339362,-0.02223247282241658
46,39,358.8423529411762,0.0812541900380629
17,62,358.68524886877856,0.02602491187320501
15,43,358.5446153846153,0.007736175488131416
76,24,358.1640723981891,-0.01180584577494635
4,37,357.3581900452494,0.020679010030014742
55,32,356.888868778281,0.08754798867406169
15,23,356.4078733031678,0.04306076688798209
76,94,355.21746606334915,-0.03803286502951351
26,72,355.0697737556563,-0.06316417228558982
40,13,354.3038009049782,4.945809984314173e-05
34,15,352.9296832579185,-0.021547487175050707
100,98,351.9068778280541,0.16025366507785985
72,33,351.20796380090445,0.09330001172980323
76,1,350.6203619909483,0.02162404701186492
40,53,350.3095927601809,-0.006436982479911253
76,68,349.8767420814475,0.016028019164489496
72,40,349.40886877827995,-0.006034218381252118
69,8,348.72497737556625,0.08331242340066368
88,62,348.4210859728512,0.22993066382016994
15,68,348.0371040723983,0.011989511560578491
15,12,347.66452488687776,0.053603194632411484
37,66,347.4551131221716,0.12125332104770006
4,100,346.10063348416196,0.06592142838035416
15,18,345.4892307692313,-0.02467218357046127
40,43,344.7598190045251,0.027800025071635176
30,17,343.46914027149427,0.13994041652637032
72,98,343.44823529411764,0.07163887139834667
76,6,342.23031674208215,-0.012892928484487098
22,40,341.4666968325787,0.05679872629303668
98,61,341.3979185520359,0.15761996911114828
76,80,341.2117647058819,-0.021168477089083003
17,72,339.20452488687874,-0.09528581748156051
4,54,338.9478733031681,-0.007790930873101802
54,14,338.88000000000017,0.017134038309153197
4,32,338.22868778280576,0.030979527490552713
1,17,337.80923076923193,0.023784342886728663
41,37,337.0435294117644,0.15133413113411842
76,78,336.83683257918653,0.04584517185037357
8,15,333.33990950226206,0.014838527422286965
37,61,332.95384615384586,0.1649790687429053
26,8,332.34542986425294,-0.009743030017867742
76,55,331.2143891402712,-0.06647195294587467
54,15,331.03113122171885,-0.020564701691570493
14,33,330.93004524886817,0.059178108041885294
26,46,330.69411764705836,-0.02201961372869887
10,39,329.81040723981897,0.0027439936189676112
76,60,328.821538461538,0.04814725741339315
11,39,328.5272398190048,0.03479557871399054
46,26,328.49022624434394,0.06831442498869414
4,18,328.15936651583735,0.03056863867386421
76,62,327.4951131221726,0.030185333634739176
72,94,326.88832579185515,0.06015197093352139
76,19,326.5499547511308,-0.0032677496724043114
26,68,326.26796380090417,0.017381531581190452
14,26,326.13076923076915,-0.03261144074155632
72,14,325.9947511312216,0.013090749455720443
69,1,325.7186425339365,0.10859355021859644
17,68,325.00416289592687,-0.009603294655613267
26,1,324.9674208144793,0.022129389110400927
22,15,324.77855203619856,0.043389897284651424
39,33,324.4138461538461,0.015035954755632798
72,100,324.1470588235292,0.10704981728509731
15,6,323.7476923076928,-0.0232018172972966
39,54,323.57529411764716,-0.030807350167965784
98,66,321.8697737556562,0.0992982996684208
33,72,319.89276018099605,0.06806672937187562
15,33,319.84606334841567,-0.031133506130143578
76,5,318.2910407239817,0.016460217079355074
85,26,317.55330316742163,0.01309617960521356
40,23,317.277466063348,0.05250487059094042
94,72,316.9409049773756,0.05728296202985023
41,98,315.38751131221716,0.1473067243896018
83,17,314.4747511312218,0.11105942967408816
17,55,314.4380090497738,-0.08864028669260385
15,5,313.6158371040724,0.011244730961173802
55,40,313.15647058823583,-0.021089188504565665
26,53,312.8551131221724,-0.03187547377989136
15,22,312.8010859728512,0.028398823489061316
48,76,311.8857918552041,0.04462039235488499
48,15,311.5961990950225,0.026289286754556853
4,94,311.55945701357496,0.003899668297953707
26,80,311.1943891402717,-0.02225424050170526
40,80,310.43393665158345,-0.011399603290491724
70,76,310.2116742081446,0.09265740143898854
54,26,309.91004524886904,-0.014266972022368068
4,66,309.8376470588237,0.00457224905331148
54,34,309.75773755656064,0.007570041493392623
40,65,309.16914027149306,0.0502572782128837
55,100,307.8372850678728,0.09858375818096944
10,76,307.55927601809884,-0.00315175646933132
76,87,306.9066063348418,0.0895128246935281
64,15,305.7369230769229,0.03389060698180828
15,77,305.02642533936637,0.03322468640900329
11,15,304.5036199095025,0.009671835479524446
17,80,304.26479638009084,-0.05130079495734135
72,32,304.254751131222,0.06680645248452606
91,37,304.1209049773752,0.1813872529096124
10,4,304.0911312217193,0.0036798704662940338
26,51,303.14778280542936,0.009038369218968828
15,85,302.67176470588197,-0.024039349287171583
17,42,302.56742081448,0.0963894938626552
34,98,302.10742081447984,0.04438182212335341
11,26,300.8458823529417,0.022564822231630605
6,34,300.7328506787331,0.0636728470470409
15,49,300.46063348416317,0.03065834825798208
32,61,300.43927601809935,0.16758682055672897
34,100,300.36570135746564,0.08652064147479419
55,38,300.33004524886934,0.06659093822930379
84,17,298.3118552036205,0.1070217822241932
9,4,298.16470588235285,0.027709885420761513
40,75,297.79167420814457,0.007566942316265229
38,37,297.767239819005,0.09332865141518566
15,19,297.23674208144746,-0.018379629908440335
76,67,297.2073303167422,0.051201361201245826
39,53,297.00579185520394,-0.007879763501491386
98,100,295.6723076923081,0.13363938039681747
15,51,295.4227149321262,-0.007812170431897856
34,37,295.33800904977414,0.035751148180164
54,54,294.67882352941115,0.023165431308632474
39,78,294.5003619909504,0.06873595337286567
10,17,294.2559276018098,-0.012159447032159569
94,34,293.61638009049784,0.03779838996788955
53,4,293.3511312217198,0.03026860319203484
53,40,292.7000904977379,0.01025751268317775
40,37,292.68995475113144,-0.041122670504122764
10,46,292.3970135746605,0.0667567011384637
18,37,292.13972850678755,0.09631289698737935
39,75,292.0754751131222,0.02431791787666518
17,75,291.75348416289563,-0.03222354122791612
48,40,291.36542986425326,0.02417786181829518
99,17,291.1082352941175,0.15288184365884142
15,67,291.1004524886876,0.04518101409318909
33,61,290.57393665158367,0.1402187430648779
52,26,290.2438009049772,0.09350299246215305
58,32,290.0027149321263,0.17513671293093047
65,32,289.86199095022636,0.13146867402190401
38,98,289.32226244343906,0.09500461670850142
26,69,289.15348416289555,-0.015341927539296444
40,100,289.0157466063343,0.005679317636265309
26,93,288.78868778280565,0.03394667649958401
100,61,288.4467873303168,0.1769122827790647
40,6,287.5351131221722,-0.013190964016363342
15,98,287.01954751131217,-0.06241859806796048
1,76,286.94995475113205,0.0062390589455589085
15,60,286.93837104072367,0.026938846718814323
17,6,285.94461538461564,-0.05097646838817691
26,83,285.90588235294115,0.022103975366090576
14,100,285.7691402714932,0.06420420296285555
54,46,285.70778280542936,0.0553702380098822
53,14,285.6296832579183,0.03461966986714441
94,4,285.08380090497707,0.024148719190051605
15,65,284.9545701357463,0.014962463311834675
26,24,284.60316742081386,-0.03007858209605568
40,41,284.33285067873277,0.038975623621989725
40,5,283.78334841628964,0.02309401161903213
55,61,283.5558371040727,0.0902344843336489
15,48,282.56479638009046,-0.03373965246629613
15,16,282.47828054298594,0.029328147892100278
10,54,282.3024434389136,0.02593563263573933
65,65,282.2993665158368,0.19436475963154146
15,8,282.11285067873365,-0.04357354030076173
4,26,281.4291402714936,-0.0743575190135115
62,1,281.3768325791849,0.1346718855989862
11,40,281.0966515837113,0.006083367020866586
53,34,280.59574660633467,0.0343191633234802
40,10,280.2503167420819,-0.036150281320049014
39,48,280.2194570135749,0.008853290693794497
35,39,280.05538461538447,0.0729338386932546
62,8,279.724886877828,0.09977718683745204
72,61,277.9785520361993,0.08873094313796728
4,59,277.92108597285096,0.06626785231007022
76,93,277.67638009049716,0.018663786957395068
17,99,276.9083257918554,0.12158996227980261
54,72,276.6243438914029,0.002548089392021497
40,19,276.06343891402696,-0.003002871756857469
17,51,275.99701357466,-0.02873794424149848
13,40,275.9152941176466,0.006810286455207265
15,46,275.39846153846185,-0.05783234190079525
53,39,274.7526696832577,0.010740535597657709
26,22,274.5399095022628,0.025077546890963608
11,14,274.0143891402716,0.030198033270256712
64,69,273.31692307692254,0.1359648802761202
13,39,273.07502262443444,0.01397357851014249
85,39,272.83710407239863,-0.005388069710832149
76,52,272.8112217194567,0.07412931513354319
26,9,272.5599095022633,-0.04203762849356792
91,32,272.0978280542988,0.18201201838927256
76,16,271.9895927601806,0.027713721399759982
40,12,271.97221719456957,0.04572062162043432
55,94,271.92162895927606,0.03459318738414878
18,98,270.85574660633483,0.09155480740128487
26,35,270.847601809955,-0.017213388432495876
17,87,270.8414479638007,0.05682183715473363
17,9,270.6076923076924,-0.06877239500673199
13,4,270.44488687782797,0.023824369223402503
8,40,270.37085972850645,-0.005157243257323054
40,31,270.3023529411763,0.032638282960391805
15,93,270.22180995475,0.011964082155116526
95,17,270.1166515837107,0.11869101601788719
94,94,270.0716742081446,0.07058342182168638
40,49,269.52009049773756,0.041069823372769154
17,13,269.43647058823564,-0.07090550187506033
8,39,268.78180995475134,0.002559305509360472
96,76,268.6261538461536,0.09131551445306231
76,47,268.5165610859727,0.017417358716271335
8,8,268.45393665158355,0.09212341412409958
76,35,267.36687782805456,-0.028955164865546095
39,11,267.3572850678733,-0.003035177076977718
17,83,267.2280542986426,-0.012329772607267114
98,33,267.0689592760182,0.09494585958233086
38,4,266.294208144796,0.025849873127249828
32,86,266.1131221719457,0.2125174269980689
40,32,265.72968325791834,-0.035673784362946034
52,17,265.57547511312197,0.081644735723077
55,39,265.3722171945702,-0.03281905284018213
46,40,265.3690497737556,0.032228567160597986
53,35,265.3576470588236,0.11370926332941073
26,13,265.33402714932134,-0.04686628713971938
17,47,265.20072398190035,0.00018226335904371764
15,31,265.047330316742,0.005794462715382113
40,77,264.9125791855204,0.03942498606723672
22,4,264.844253393665,0.042875906352618336
66,66,264.6982805429864,0.061038058891390794
4,41,264.3745701357464,0.06525615106800313
76,83,264.1361085972852,0.0018956906123546455
32,66,263.90280542986426,0.10036018183011802
4,43,263.8521266968324,0.029299931591900884
54,55,263.40199095022604,0.01146956728724317
76,12,263.30651583710403,0.020442721635151984
72,39,263.30009049773753,-0.03256301806322043
40,22,263.17945701357496,0.030622901303387254
54,24,262.9082352941174,0.05472514543831845
76,64,262.24253393665185,0.09432483037599283
76,43,262.229592760181,-0.028194524913899236
40,11,261.9346606334843,-0.024522473146407476
15,24,261.7228959276016,-0.053536377304693884
72,6,261.680814479638,0.05960999472169162
66,40,261.6733031674208,-0.014407183813188451
33,34,261.3322171945703,0.03208405740729443
34,94,261.2627149321266,0.02095373346785271
26,94,261.1250678733038,-0.0646580282580735
17,35,260.90099547511323,-0.047537010237433536
6,4,260.75393665158384,0.0351386525486289
78,17,260.7342081447959,0.023455363634216388
98,18,260.2895927601808,0.08841252940071949
15,45,259.95837104072405,0.02794386383584887
53,15,259.3471493212673,-0.011370176388868261
70,15,259.2765610859726,0.05055371163879446
66,15,259.00714932126704,-0.02212373623624756
40,78,258.9529411764708,0.03276185396983555
39,46,258.629592760181,-0.022004210000479654
50,26,258.53773755656084,0.08935606268779858
17,60,258.38977375565565,0.0012074597794216164
14,98,257.08117647058845,0.008178351835409313
33,55,257.05972850678796,0.054103767702772886
39,59,256.5771040723984,0.03906270454518893
37,100,256.5323981900451,0.12441025972651422
85,54,256.2398190045253,0.029112260236878854
15,41,255.52470588235292,0.0010204373311490321
76,18,255.51819004524899,-0.05788377968909901
22,76,255.5119457013569,0.03015935426544106
40,92,255.2085067873301,0.025931923305817985
9,53,255.077828054298,0.0718427170384227
39,22,254.7611764705889,0.04536046172197348
4,13,254.1504977375566,-0.005554220962062386
66,94,254.04959276018118,0.05430273546659454
62,26,253.87230769230771,-0.003219306438187641
17,70,253.70036199095054,0.07278649309944425
14,59,253.5378280542992,0.07772137670344088
55,18,252.9334841628959,0.044697073733641395
38,55,252.91864253393638,0.05305411547773877
46,15,252.91312217194576,0.019645990440650227
66,80,252.71990950226262,0.07464201160857849
11,76,252.644796380091,0.004098745609638612
10,24,252.49610859728503,0.05761543726213907
15,47,252.14027149321248,0.006287331532796828
14,76,252.01040723981887,-0.059831770073424856
39,94,252.00117647058846,-0.03904023102252907
76,22,251.97583710407287,0.004125989030029575
72,15,251.9394570135743,-0.052659534329321134
14,94,251.66307692307683,0.0009538036567226918
83,26,251.33619909502275,0.08006496301235311
66,9,251.32407239819028,0.07033744006566311
15,73,251.1219004524885,-0.00045973573372049714
78,4,251.06271493212657,0.030127066036765245
76,70,250.45963800905025,0.08663475680634619
24,39,250.35674208144817,0.029679869810294125
4,9,250.20000000000007,-0.005863535579631843
8,46,250.07972850678718,0.07131719125333762
69,48,250.01927601809945,0.048293792728377305
24,46,249.25737556561032,0.106776100301119
40,58,248.94959276018082,0.03285719437910892
42,17,248.48298642533925,0.1069724889781073
37,18,248.4808144796381,0.09284768101334216
94,40,248.47203619909482,-0.01254631514825212
54,76,247.74380090497658,-0.03788639297172104
40,45,247.48371040723976,0.045825422163716066
92,37,247.1419004524888,0.12573924115278803
15,87,246.81800904977368,0.057035869561386704
15,37,246.45656108597302,-0.0855492784424781
26,66,246.23285067873348,-0.0700887990052114
98,72,245.8211764705882,0.027447152299235486
33,38,245.2536651583713,0.08562628293318462
4,92,245.02389140271478,0.056134214212465935
9,24,244.7976470588237,0.07946124418494734
94,37,244.43592760181042,0.05647346716125177
33,66,244.36470588235284,0.06795357422251729
32,100,244.25837104072414,0.13490414407249451
76,50,243.46027149321236,0.06429396306721226
11,17,242.9859728506791,-0.0040890710824722535
11,34,242.8024434389142,0.01683680355431455
39,43,242.3778280542987,0.002017749503615992
26,6,242.29701357466115,-0.044789074069441624
1,48,242.1361990950224,0.08036502021079742
26,47,242.0186425339369,0.014449938062666548
33,100,241.98081447963798,0.11163912168779298
17,94,241.39113122172,-0.09920798127983402
13,14,241.16778280542988,0.0170415796043468
43,37,241.08027149321262,0.07614988188058161
85,53,240.92832579185517,0.053863500345257304
37,91,240.69556561085992,0.15583933606534925
35,40,240.57420814479661,0.044562629464290064
92,98,240.48217194570148,0.1274637192680747
48,14,240.4194570135749,0.026868879113758615
46,17,240.358009049774,0.02752606847198786
53,46,240.3301357466061,0.07142133431910425
11,46,240.05891402714943,0.07220074876580355
84,26,239.92000000000007,0.07716948535485044
38,72,239.75981900452484,0.03129049549327347
39,10,239.2773755656108,-0.036122942422730446
46,76,239.23764705882354,0.03030122823432801
8,48,238.97773755656127,0.08596755264282174
98,91,238.48144796380123,0.14391075258448513
13,15,238.40036199094968,-0.01765271186838104
19,54,238.15828054298615,0.031086888942349247
26,12,238.0703167420813,0.017836660690014845
9,40,238.0350226244344,-0.019924697761908347
17,22,237.8508597285071,-0.01843699787761078
38,61,237.40235294117667,0.11300120998701944
80,72,237.2371945701356,0.027755068815566386
78,26,236.57665158370983,0.011026931822620076
40,59,236.4419909502264,0.009935765591938825
98,94,236.02669683257932,0.0561520185669344
38,94,235.88407239819003,0.06305461355963565
76,49,235.75565610859718,0.0032020151848265762
60,54,235.73176470588254,0.0661941118376101
83,76,235.7037104072398,0.07514342000734041
17,19,235.69628959276,-0.05854510760590373
46,14,235.65547511312238,0.044017244495067984
55,66,235.2752941176469,0.017567963228273916
84,76,234.9059728506791,0.0779616397204177
38,32,234.77058823529427,0.0782028308678889
18,66,234.65855203619904,0.06916769844201144
24,26,234.59900452488705,0.020780401240265135
10,85,234.32063348416247,0.059652853946340574
33,94,233.78199095022637,0.06083197320340306
6,72,233.66805429864263,0.0398454221750357
39,18,233.66606334841626,-0.028752729265446152
66,37,233.4556561085972,0.04243301719975626
64,26,233.142805429864,0.013561253863706267
9,14,233.0226244343889,0.004301046279573112
38,40,232.41366515837063,-0.010401725854159693
26,70,232.32552036199144,0.08662399827106639
6,55,232.04579185520345,0.05375065638228869
56,15,231.86723981900434,0.06064202523663081
85,15,231.63610859728547,-0.03997766604543662
50,17,231.56959276018088,0.07489788327288706
68,54,231.48135746606346,0.029483876209074656
69,85,231.4238009049774,0.039639897218418936
1,39,230.7787330316744,-0.023442469629547408
94,55,230.43104072398174,0.030857469401308693
37,33,230.30298642533944,0.0856916717199516
38,100,230.08977375565598,0.1058471591289996
10,34,229.88859728506816,-0.021086369007682487
8,69,229.8200904977374,0.08279065074516855
26,43,229.76542986425338,-0.033920828593407955
40,46,229.12886877828086,-0.05511571317958939
15,25,229.10371040723956,0.0037831534544005463
54,53,229.07800904977387,0.02403231769466856
39,9,228.98959276018138,-0.03304017548902934
100,66,228.9389140271494,0.09612767710522699
17,93,228.6491402714933,-0.020886515397721434
61,37,228.57312217194598,0.15464314416161543
39,38,228.44515837104092,-0.03218509419053087
10,14,228.1905882352941,-0.023926174996771615
4,61,227.67266968325802,0.01431476017603631
1,54,227.56515837104075,0.016506549131977112
5,19,227.53330316742102,0.10690106902886963
76,38,227.41140271493236,-0.07203633829395654
72,91,227.1950226244344,0.09898410856723448
39,13,227.00407239819023,-0.03566339580471018
1,10,226.9726696832581,0.04659820660201529
40,68,226.91049773755688,-0.016974370210881315
80,53,226.83285067873334,0.06666147721546489
15,58,226.78443438914002,-0.0027546254653136853
76,45,226.59565610859718,0.013890512190182504
13,34,226.33076923076942,0.011115254395179162
48,83,226.32805429864263,0.13785853305844245
32,18,226.197556561086,0.09744260169223044
66,4,226.0932126696833,-0.012875550204259407
4,53,225.8169230769231,-0.02464622538366435
11,4,225.7466968325789,-0.0017239333429217869
39,66,225.73221719457038,-0.05061615792796479
24,14,225.53239819004523,0.03497473599165873
10,53,225.26524886877877,0.029983275436970068
61,32,225.2627149321267,0.16922586443337
39,80,225.25819004524888,-0.031455652536556855
40,51,224.86398190045242,-0.016984464426402005
68,72,224.78018099547532,0.013586928204541276
17,21,224.46081447963792,0.07013689570429445
15,44,224.1253393665157,0.047698038920959175
9,34,224.03990950226228,0.0014399174551785695
4,6,223.92000000000027,-0.0082930352681364
100,72,223.6846153846156,0.05809776572609271
91,98,223.67058823529408,0.14262522665326632
75,14,223.6019909502264,0.01775215162288826
75,40,223.44253393665193,-0.00897871564134341
10,11,223.06796380090515,0.04619738081324346
1,8,222.76552036199124,0.06003423234134109
76,77,222.64371040723952,-0.0032116155543695933
65,4,222.61266968325802,0.02735626064019375
92,72,222.58733031674225,0.0787616439295788
9,72,222.2400904977373,0.009443181719411392
35,15,222.1561085972852,0.02809229531529119
66,72,222.06334841628959,0.0034589671642502604
33,33,222.01194570135738,0.07620114837123372
85,76,221.78579185520408,-0.027599854312025725
76,57,221.6830769230769,0.08194914514592593
14,17,221.50226244343887,-0.07792596572603815
76,84,221.39330316742047,0.056002060415608
17,65,221.18461538461509,-0.0284692348298386
19,40,220.77574660633496,-0.028129778197473726
85,24,220.6006334841629,0.05545078893282661
34,26,220.45574660633446,-0.06364778420105643
34,32,220.02751131221717,0.01527328698151441
38,66,219.8655203619909,0.055287584842682674
4,58,219.83194570135737,0.052122751547810334
11,35,219.8149321266969,0.08913603717447059
43,34,219.76398190045254,0.022480278488439955
19,26,219.71420814479615,-0.021150867589612914
39,85,219.14262443438912,-0.020036957839267094
4,65,218.9811764705881,0.041110881615735284
76,21,218.8407239819004,0.08213694478742714
6,35,218.621628959276,0.1070065881509986
4,23,218.56280542986406,0.03971205196123938
54,75,218.53420814479614,0.051251488156131855
38,34,218.5241628959276,0.010704455006324798
18,72,218.38769230769248,0.025007723406365114
4,76,218.35972850678763,-0.09933668512579473
60,10,218.17936651583716,0.08644379516454115
